episode,score_mean,score_std,average_mean,average_std,avg_q_values_mean,avg_q_values_std,rolling_100_score
0,-176.6,105.82478070152716,-177.11769209573316,105.97057463093155,-0.9494117922149599,1.204362380288753,-176.6
1,-193.6,109.95951408060198,-185.53181449528432,78.07650061037081,-0.19511247351765632,1.5363659691477802,-185.1
2,-168.15,114.7598293003812,-179.92065648669043,68.80467586139805,-0.051785626262426374,2.399520212571214,-179.45000000000002
3,-216.9,118.25926023605487,-189.28459940311274,51.97358951833838,0.40653128921985615,3.8958456162035286,-188.8125
4,-172.95,71.91550231823602,-186.10565467959594,46.3818451981274,2.3633021742105482,3.908692093787298,-185.64000000000001
5,-182.2,128.84776819340357,-185.51500274832756,46.18505958007804,3.086095567420125,5.302392252849005,-185.0666666666667
6,-165.3,103.57966677114312,-182.7070712325407,45.32445481507973,3.6343673706054687,6.847909888974093,-182.24285714285716
7,-133.6,68.62744579094776,-176.63453330232008,40.69464239511175,4.1636452823877335,7.543526961133191,-176.1625
8,-145.35,74.33089249395145,-173.21443612120143,36.13025954019963,4.356344336271286,7.813253529221526,-172.73888888888888
9,-154.35,76.1827960963145,-171.36043178256332,32.08974982474133,5.14336856007576,7.86083490435728,-170.89999999999998
10,-182.8,102.99851812935032,-172.44023645293638,30.63116901325473,8.453754442930222,8.677570863583723,-171.98181818181817
11,-195.4,144.51384927258337,-174.39020158567604,28.20088131706198,4.963660383224488,9.490036921341133,-173.9333333333333
12,-161.25,77.36575809953516,-173.41303169202828,26.075850802009953,6.89556182641536,9.487522302617862,-172.9576923076923
13,-186.0,75.94942915831352,-174.3494588945223,24.806231889339255,6.503641574829817,11.826034038611251,-173.8892857142857
14,-202.1,141.6370082473615,-176.2322282667847,23.379963881760855,8.524473255872726,13.550806536047396,-175.76999999999998
15,-148.05,84.03976189249568,-174.49368755754386,20.087094024304694,10.11030288040638,18.00624532005501,-174.0375
16,-149.7,113.44374910292024,-173.0687206080257,19.164443868085815,8.474360440857708,8.173793983892852,-172.60588235294117
17,-187.45,119.29992058937668,-173.89580705028135,18.11699099698711,10.25374606847763,19.182704990279994,-173.43055555555554
18,-174.6,75.73596795516158,-173.96411120936608,18.028564906968334,9.665963590145111,11.286791510986589,-173.49210526315787
19,-106.9,99.17443431173496,-170.62823231137298,18.08026558058744,8.536270678043365,15.731030125874426,-170.16249999999997
20,-157.8,66.70563773222739,-170.04138426836153,18.545019684550844,9.814265957474708,14.02326340281558,-169.5738095238095
21,-136.6,81.14665086969653,-168.53964525612983,17.944391213162948,9.773421320319176,13.832557003491619,-168.075
22,-133.05,78.9440008053677,-167.0164123854536,19.263572309057434,8.71437771320343,15.936037830095188,-166.55217391304348
23,-182.6,89.0011235884132,-167.6827312297049,19.358934393640002,8.333603478968143,14.089012191017954,-167.22083333333333
24,-138.0,115.2201554005475,-166.51494737245528,18.70863155481884,9.56099169254303,21.423438653397948,-166.05199999999996
25,-136.3,99.95477924910266,-165.37034704911704,18.28461400368659,7.556807991862297,15.553815416681104,-164.9076923076923
26,-174.05,108.31993304437017,-165.71154355128954,18.2500301977626,7.720430633425712,14.384242925971451,-165.2462962962963
27,-133.35,68.55291847601346,-164.57766524787118,17.697733566520743,12.86818461418152,13.856503926319446,-164.10714285714286
