episode,epsilon,score,average,avg_q_values
0.0,1.0,-193.0,-193.286962074874,-1.7324192523956299
1.0,0.9858158423524046,-152.0,-172.87337138070922,-0.2841196656227112
2.0,0.9718328750329811,-259.0,-201.68773298599146,0.06478995084762573
3.0,0.9580482443263975,-157.0,-190.70145615758918,-1.7174314260482788
4.0,0.9444591369948698,-61.0,-164.85291186001152,-1.3047930002212524
5.0,0.9310627797040227,-148.0,-162.1415372184033,-0.7748167514801025
6.0,0.9178564384568926,-154.0,-161.1109282688641,-0.9593003392219543
7.0,0.9048374180359595,-134.0,-157.7277320014502,2.8477156162261963
8.0,0.8920030614530944,-115.0,-153.0345800310856,-0.8222282528877258
9.0,0.879350749407306,-101.0,-147.92983376133552,2.959066152572632
10.0,0.8668778997501816,-103.0,-143.9302784756555,2.8199479579925537
11.0,0.8545819669589086,-76.0,-138.34434274979813,1.0805705785751343
12.0,0.8424604416167714,-216.0,-144.37753482777336,0.8721051812171936
13.0,0.8305108499010163,-129.0,-143.3124342497684,4.31027364730835
14.0,0.8187307530779818,-104.0,-140.733373057459,0.41777583956718445
15.0,0.8071177470053893,-80.0,-136.97212350891652,1.2272051572799683
16.0,0.7956694616416928,-278.0,-145.3166162129349,18.203563690185547
17.0,0.7843835605623898,-154.0,-145.85022682532068,-0.6152663230895996
18.0,0.7732577404831906,-60.0,-141.3434849199912,-1.8627517223358154
19.0,0.7622897307899537,-102.0,-139.40621264705536,2.361478090286255
20.0,0.751477293075286,-75.0,-136.36882443373912,-1.0058960914611816
21.0,0.7408182206817179,-97.0,-134.59530906557725,9.830912590026855
22.0,0.7303103382513573,-71.0,-131.8604474138837,4.508997917175293
23.0,0.7199515012819313,-168.0,-133.39471857852737,-2.979870557785034
24.0,0.7097395956891255,-131.0,-133.33267568984706,-4.304704189300537
25.0,0.6996725373751304,-364.0,-142.21097266465495,-0.2961905002593994
26.0,0.6897482718033084,-35.0,-138.2751923104033,7.251384258270264
27.0,0.6799647735788938,-213.0,-140.94801829327128,5.106410980224609
28.0,0.6703200460356393,-237.0,-144.26245774625644,0.9878346920013428
29.0,0.6608121208283264,-145.0,-144.3020498509335,6.621389389038086
30.0,0.6514390575310556,-186.0,-145.6784257327427,-1.4850525856018066
31.0,0.6421989432412342,-123.0,-144.9873318792414,-10.089585304260254
32.0,0.6330898921891813,-158.0,-145.39176505557955,-0.7701061964035034
33.0,0.6241100453532709,17.0,-140.61473783014011,7.000974655151367
34.0,0.6152575700805322,-156.0,-141.06792888649483,11.571139335632324
35.0,0.6065306597126334,-97.0,-139.87037655089355,7.519255638122559
36.0,0.5979275332171694,-263.0,-143.21732354276784,6.771785736083984
37.0,0.5894464348241792,-17.0,-139.90739863242794,15.452971458435059
38.0,0.5810856336678201,-32.0,-137.16485416059885,3.970780849456787
39.0,0.5728434234331229,-72.0,-135.54349375418337,10.464754104614258
40.0,0.5647181220077593,-58.0,-133.65378983446848,11.471105575561523
41.0,0.5567080711387471,-78.0,-132.34094137564838,19.40314483642578
42.0,0.5488116360940264,-223.0,-134.46083129158887,-0.4732954502105713
43.0,0.541027205328834,-51.0,-132.57596494402316,-2.0209150314331055
44.0,0.5333531901568119,-65.0,-131.09580844633084,12.568337440490723
45.0,0.5257880244257798,-87.0,-130.14289369060532,4.958770751953125
46.0,0.5183301641981067,-122.0,-129.97234487905223,14.269525527954102
47.0,0.5109780874356169,-113.0,-129.62294395276655,12.204039573669434
48.0,0.5037302936889633,-75.0,-128.52829119060567,14.778571128845215
49.0,0.4965853037914095,-68.0,-127.31804685309848,19.493215560913086
50.0,0.4895416595569531,-336.0,-131.4146564716968,3.0811879634857178
51.0,0.48259792348273184,-6.0,-129.01296320078006,-10.706541061401367
52.0,0.4757526784556506,-85.0,-128.18587852714896,15.381340980529785
53.0,0.4690045274631699,-94.0,-127.5593605967158,23.55199432373047
54.0,0.4623520933081963,-70.0,-126.5162761490394,19.802034378051758
55.0,0.4557940183280172,41.0,-123.50899906655478,-19.105073928833008
56.0,0.44932896411722156,-2.0,-121.38948431669985,30.40239715576172
57.0,0.4429556112545522,-81.0,-120.7014182458768,26.14797019958496
58.0,0.4366726590336306,-138.0,-120.99765875889807,12.695100784301758
59.0,0.43047882519750297,-85.0,-120.40009971468467,-16.783287048339844
60.0,0.42437284567695,-23.0,-118.81013819996002,27.866117477416992
61.0,0.4183534743325094,-61.0,-117.881681917651,17.15106773376465
62.0,0.4124194827001579,-14.0,-116.24350453405515,18.898853302001953
63.0,0.4065696597405991,-244.0,-118.24672062228548,36.97269821166992
64.0,0.40080281159210923,-26.0,-116.83407915558564,30.7253475189209
65.0,0.3951177613268873,-131.0,-117.054985106292,25.51515007019043
66.0,0.3895133487108618,-224.0,-118.66092224332691,8.4219388961792
67.0,0.38398842996690413,-86.0,-118.1886909139638,23.755409240722656
68.0,0.37854187754140095,-109.0,-118.06732365773617,19.10422706604004
69.0,0.37317257987413693,-61.0,-117.25730349337098,23.020151138305664
70.0,0.36787944117144233,16.0,-115.37175762737714,22.959091186523438
71.0,0.3626613811825573,52.0,-113.03480665245422,20.220813751220703
72.0,0.35751733497916927,103.0,-110.06859893375164,17.8247013092041
73.0,0.3524462527380765,48.0,-107.92150916906458,22.73194122314453
74.0,0.3474470995269354,-31.0,-106.90655447600108,52.78779220581055
75.0,0.34251885509304564,143.0,-103.61076341153282,20.7271785736084
76.0,0.337660513655132,58.0,-101.50580881656353,18.251056671142578
77.0,0.33287108369807955,29.0,-99.82276705066876,20.81669807434082
78.0,0.32814958777058006,-211.0,-101.24087710521928,86.62721252441406
79.0,0.3234950622856487,60.0,-99.21671127923543,58.36933135986328
80.0,0.31890655732397044,138.0,-96.27611001625088,22.776752471923828
81.0,0.3143831364400353,98.0,-93.89593540299174,24.589881896972656
82.0,0.3099238764710244,42.0,-92.25310197065751,25.716232299804688
83.0,0.3055278673484055,-37.0,-91.60623379623476,78.30364990234375
84.0,0.30119421191220214,-35.0,-90.94945336792911,81.68294525146484
85.0,0.2969220257278962,-78.0,-90.80256236208623,84.44329833984375
86.0,0.2927104369059283,-104.0,-90.95937908585849,82.15159606933594
87.0,0.2885585859237581,28.0,-89.59984726646032,30.316909790039062
88.0,0.28446562545044835,111.0,-87.33686546783642,28.039566040039062
89.0,0.2804307201737374,-29.0,-86.68957590714402,86.00918579101562
90.0,0.2764530466295643,-2.0,-85.76268426749674,76.91526794433594
91.0,0.2725317930340126,0.0,-84.82081394992953,30.05869483947754
92.0,0.26866615911763636,11.0,-83.78597212090891,29.093286514282227
93.0,0.26485535596213783,180.0,-80.96956883631852,30.0257625579834
94.0,0.2610986058393609,-11.0,-80.24020109862661,28.219032287597656
95.0,0.257395142052568,-227.0,-81.77252912685539,51.448333740234375
96.0,0.2537442087799692,18.0,-80.74143064666126,30.233169555664062
97.0,0.2501450609204698,75.0,-79.14824693472167,21.146726608276367
98.0,0.2465969639416065,-27.0,-78.62598072581784,31.87281608581543
99.0,0.2430991937296403,8.0,-77.75756896100756,34.19953918457031
100.0,0.2396510364417758,-8.0,-75.91186961623512,33.142879486083984
101.0,0.23625178836047603,-18.0,-74.57427590131483,27.788251876831055
102.0,0.2329007557498447,3.0,-71.94241086130776,26.494176864624023
103.0,0.22959725471404477,14.0,-70.21885967896154,26.852670669555664
104.0,0.22634061105772565,18.0,-69.41783877356596,22.562469482421875
105.0,0.22313016014842982,250.0,-65.4229187169421,29.585046768188477
106.0,0.2199652467809513,109.0,-62.77981783587006,23.884305953979492
107.0,0.21684522504361808,104.0,-60.39464834424594,22.706069946289062
108.0,0.21376945818647108,61.0,-58.625307942203015,21.69618034362793
109.0,0.21073731849131314,245.0,-55.154888261253106,24.409923553466797
110.0,0.20774818714360085,248.0,-51.63145371274904,22.462013244628906
111.0,0.20480145410615389,11.0,-50.7428704313153,81.52593231201172
112.0,0.20189651799465538,287.0,-45.700889298327525,25.950870513916016
113.0,0.19903278595491863,166.0,-42.74124380721257,23.83245849609375
114.0,0.19620967354189398,288.0,-38.808173625134984,40.958702087402344
115.0,0.19342660460039254,216.0,-35.84015332614833,35.440555572509766
116.0,0.19068301114750144,214.0,-30.909180884508192,28.844799041748047
117.0,0.1879783332566671,92.0,-28.431603238808112,34.69968795776367
118.0,0.18531201894342234,191.0,-25.90982103810816,41.396514892578125
119.0,0.18268352405273466,293.0,-21.94394026279225,27.602998733520508
120.0,0.1800923121479524,-10.0,-21.28826685535212,92.56201934814453
121.0,0.17753785440132586,191.0,-18.39501825981888,49.12409591674805
122.0,0.17501962948608163,75.0,-16.92601339579613,43.5561637878418
123.0,0.17253712347002734,-698.0,-22.221839381012437,114.4486312866211
124.0,0.17008982971066583,234.0,-18.560183373718594,53.71412658691406
125.0,0.16767724875179707,276.0,-12.156117916400602,53.601627349853516
126.0,0.16529888822158653,268.0,-9.106874621418417,56.292236328125
127.0,0.1629542627320793,-36.0,-7.341799865551796,85.1320571899414
128.0,0.16064289378013982,19.0,-4.776838726919602,70.5625991821289
129.0,0.15836430964979642,273.0,-0.5881800323801937,47.54378890991211
130.0,0.15611804531597107,252.0,3.81094973399656,62.255619049072266
131.0,0.1539036423495749,251.0,7.564649678689713,63.12718963623047
132.0,0.15172064882394942,200.0,11.151023785186508,39.29121780395508
133.0,0.14956861922263506,251.0,13.495391852696802,59.45382308959961
134.0,0.147447114348448,210.0,17.161492025513972,46.25108337402344
135.0,0.1453557012338466,299.0,21.138639944459882,56.70674133300781
136.0,0.14329395305256898,254.0,26.322578561593517,42.62232208251953
137.0,0.14126144903252422,249.0,28.994068652535365,37.074588775634766
138.0,0.13925777436991912,236.0,31.688973904839234,61.619380950927734
139.0,0.13728252014460293,22.0,32.63619367478911,71.0270004272461
140.0,0.1353352832366127,275.0,35.971859302842546,54.46415710449219
141.0,0.1334156662439026,278.0,39.538678208115556,61.35883712768555
142.0,0.13152327740124015,-7.0,41.69417171087822,77.3038558959961
143.0,0.12965773050025253,-213.0,40.07418032037808,68.52460479736328
144.0,0.12781864481060753,230.0,43.03407856157964,45.92452621459961
145.0,0.12600564500231182,272.0,46.62750676288345,68.65399169921875
146.0,0.1242183610691121,78.0,48.63465800265128,45.259761810302734
147.0,0.1224564282529819,282.0,52.588785984910295,73.0473861694336
148.0,0.12071948696968016,198.0,55.33550267543771,54.90659713745117
149.0,0.11900718273536538,236.0,58.37931270766975,59.19188690185547
150.0,0.11731916609425078,246.0,64.20586115629455,51.86881637573242
151.0,0.11565509254728551,122.0,65.49123545750108,52.872955322265625
152.0,0.11401462248184759,251.0,68.86126102291323,56.857540130615234
153.0,0.11239742110243399,201.0,71.8219451854179,65.12877655029297
154.0,0.11080315836233387,254.0,75.07116279098821,58.12913513183594
155.0,0.10923150889627105,232.0,76.97804282299042,65.77903747558594
156.0,0.10768215195400163,190.0,78.91485754081916,43.43715286254883
157.0,0.10615477133485376,225.0,81.98585917741767,65.60692596435547
158.0,0.10464905532319577,194.0,85.31632646522363,48.64112854003906
159.0,0.10316469662481963,235.0,88.51924578219669,57.465885162353516
160.0,0.10170139230422684,214.0,90.89985733681388,61.550567626953125
161.0,0.10025884372280375,215.0,93.6697562085871,61.25108337402344
162.0,0.09883675647787384,-312.0,90.69064242886988,101.04928588867188
163.0,0.09743484034261468,275.0,95.89211191951797,67.05716705322266
164.0,0.09605280920682677,266.0,98.82008104116068,53.35608673095703
