timestep,epsilon,alpha,error
154.0,0.9992302944503967,0.09992302944503965,0.15371000997083162
160.0,0.9992003179162717,0.09992003179162717,0.13834668964519653
178.0,0.999110393709498,0.09991103937094978,0.12451187741630854
192.0,0.9990404582548685,0.09990404582548684,0.849868764858672
219.0,0.998905596559218,0.09989055965592177,0.7707906156056148
286.0,0.9985710183928934,0.09985710183928943,0.693563526350923
490.0,0.9975529926904307,0.0997552992690431,1.4313858808339686
538.0,0.9973136081010213,0.09973136081010217,1.288288326844615
542.0,0.9972936619784558,0.0997293661978456,1.159782382955024
701.0,0.9965011266103886,0.09965011266103883,1.7676683973493557
779.0,0.9961125659738551,0.09961125659738546,1.5908994690578258
1188.0,0.9940775921589071,0.09940775921589065,0.7739824535944386
1367.0,0.9931882885134026,0.09931882885134019,0.6964190166229276
1531.0,0.9923742059010946,0.09923742059010943,0.4830532422046545
1651.0,0.9917789584815128,0.09917789584815134,0.6548642608023938
1961.0,0.9902428880178205,0.09902428880178224,0.5890025372262171
1963.0,0.9902329856136963,0.09902329856136982,0.5306716731184133
2002.0,0.9900399085244354,0.0990039908524437,0.22123981936290438
2253.0,0.9887981846796087,0.09887981846796097,0.1534844899112917
2476.0,0.9876962863714014,0.09876962863714038,0.13815384358000493
2601.0,0.9870791675193468,0.09870791675193487,0.12443064609853316
2739.0,0.9863983161123725,0.09863983161123742,0.112071000373696
2812.0,0.9860383455256904,0.09860383455256917,0.10097947144176356
2880.0,0.9857031486369171,0.09857031486369182,0.09099156587683765
2914.0,0.9855355929253969,0.09855355929253981,0.08200855590396294
2934.0,0.9854370440472573,0.09854370440472586,0.07391892854624338
2994.0,0.9851414565354156,0.09851414565354166,0.06661469604491721
3176.0,0.9842453833449157,0.09842453833449176,0.0630518174978798
3256.0,0.9838517629368532,0.09838517629368551,0.0568232375711597
3761.0,0.9813706647373641,0.09813706647373648,0.17694320320323698
3826.0,0.9810517702972394,0.09810517702972398,0.15952666158781614
4032.0,0.9800418046704983,0.09800418046704985,0.14372815357633328
4108.0,0.9796694586040885,0.09796694586040885,0.12959293887731338
4193.0,0.9792531865075841,0.09792531865075844,0.11684744360841037
4271.0,0.9788713512729651,0.09788713512729662,0.1053640203748385
4327.0,0.9785973049777621,0.09785973049777634,0.09502362786723939
4361.0,0.97843095716001,0.09784309571600114,0.08571006926644031
4383.0,0.9783233354049723,0.09783233354049736,0.07731542556952675
4607.0,0.9772282239084447,0.09772282239084457,0.19533124001431545
4858.0,0.9760025686828145,0.09760025686828153,0.2897676037762835
4876.0,0.975914732184743,0.09759147321847435,0.3614663607276407
5076.0,0.9749393028099496,0.09749393028099497,0.3258642979653903
5170.0,0.9744811878577846,0.09744811878577847,0.29395631453253124
5266.0,0.9740135479610625,0.09740135479610636,0.35107455085619943
5329.0,0.9737067812448296,0.09737067812448309,0.3167796124230353
5418.0,0.9732735770392461,0.09732735770392473,0.2858073538521264
5620.0,0.9722910645224895,0.09722910645224916,0.2577300397982487
6006.0,0.970416347764753,0.09704163477647552,0.23222255488790644
6089.0,0.9700137075274544,0.09700137075274577,0.209600296137463
6305.0,0.9689666556154921,0.09689666556154974,0.18906447965078854
6475.0,0.9681433818409495,0.0968143381840955,0.17059969025034682
6573.0,0.9676691066050777,0.09676691066050824,0.15400771168522276
6654.0,0.9672772789877788,0.09672772789877827,0.19618691339919891
6664.0,0.9672289162120016,0.09672289162120054,0.17720133871202748
6722.0,0.9669484597933026,0.09669484597933069,0.16001550149187338
6755.0,0.966788926060496,0.09667889260605002,0.14451897956218573
6912.0,0.9660302926595158,0.09660302926595203,0.1304446051841559
6933.0,0.9659288645502841,0.09659288645502889,0.1178308882481982
6990.0,0.9656536133609148,0.09656536133609192,0.10641892884582838
7008.0,0.9655667082292383,0.09655667082292425,0.09613389406738015
7123.0,0.9650116655744506,0.0965011665574455,0.08680159990605318
7201.0,0.9646353834639486,0.09646353834639534,0.07839456433682912
7287.0,0.9642206783802759,0.09642206783802804,0.07080189583584584
7810.0,0.9617025289263031,0.09617025289263088,0.06380795405753581
7917.0,0.9611881543948431,0.09611881543948483,0.057640680887276474
7961.0,0.9609767157313833,0.09609767157313887,0.05208886607942986
8041.0,0.9605924009523805,0.09605924009523856,0.04706441775447168
8236.0,0.959656277455498,0.09596562774555038,0.04250198580130338
8916.0,0.9563989785149438,0.09563989785149504,0.21062884159421635
9077.0,0.9556293852161116,0.09556293852161178,0.3460577957442119
9675.0,0.9527763136891111,0.09527763136891168,0.4598765587161786
10031.0,0.9510818761114692,0.09510818761114745,0.41532067847886367
10056.0,0.9509629980097951,0.09509629980098003,0.37577330675467024
10117.0,0.9506729977976798,0.09506729977976851,0.9185904604158637
10120.0,0.950658737774013,0.09506587377740185,0.8312500768648334
10213.0,0.9502167831184789,0.09502167831184839,0.751876857067252
10268.0,0.9499555087768017,0.09499555087768073,0.8615923348863923
10912.0,0.9469015638936275,0.09469015638936368,0.7772381495968439
10945.0,0.9467453376340387,0.0946745337634048,0.7035252561249585
10959.0,0.9466790676142064,0.09466790676142157,0.6368747476063774
10965.0,0.9466506675971801,0.09466506675971896,0.5765658511030374
11201.0,0.9455342758191135,0.09455342758191239,0.5213696254986928
12251.0,0.9405832163963443,0.09405832163963544,1.2887365540634974
12463.0,0.9395867239300368,0.0939586723930047,1.1662832379769412
12472.0,0.9395444433730779,0.09395444433730882,1.0566532627168321
12682.0,0.9385584369864546,0.0938558436986464,0.9563712728272407
12702.0,0.9384645856007743,0.09384645856007837,0.866523583219152
12896.0,0.9375547140371043,0.09375547140371134,0.7844421337412335
12905.0,0.9375125249187618,0.09375125249187709,0.7108644020055621
13304.0,0.9356440471865934,0.09356440471866041,0.6429360330646219
13462.0,0.9349051784337225,0.09349051784337324,0.5823198902336877
13613.0,0.9341995896533086,0.09341995896533187,0.5274801032946179
13937.0,0.9326874077356705,0.09326874077356816,0.4774288701628038
