timestep,epsilon,alpha,error
81765.0,0.5684705883659182,0.5684705883659182,1.7373409818449375
81898.0,0.5679485563971005,0.5679485563971005,0.7490252624255476
82020.0,0.5674701215690529,0.5674701215690529,0.32334483345898946
82046.0,0.5673682121579485,0.5673682121579485,0.13983118534208927
82089.0,0.5671997098318079,0.5671997098318079,0.06047744921539788
82224.0,0.5666710160193972,0.5666710160193972,23.08313181011698
82228.0,0.5666553585369047,0.5666553585369047,9.802566982538941
82243.0,0.5665966468305382,0.5665966468305382,4.247449746513354
82390.0,0.5660215939320173,0.5660215939320173,1.838990629435493
82520.0,0.5655135300639582,0.5655135300639582,0.8825941208246633
82684.0,0.5648732384486999,0.5648732384486999,0.3705093088615463
82750.0,0.5646157647435545,0.5646157647435545,0.16109929713364224
82824.0,0.5643272216604976,0.5643272216604976,0.11385174237415185
82919.0,0.5639570108840126,0.5639570108840126,1.6710959837293267
83110.0,0.5632134272164139,0.5632134272164139,14.00442368219161
83165.0,0.5629994881306767,0.5629994881306767,6.114620675913997
83189.0,0.5629061583628115,0.5629061583628115,2.671649406137007
83286.0,0.5625291081538498,0.5625291081538498,1.166979303286297
83578.0,0.5613955942059543,0.5613955942059543,0.5094907636796577
83809.0,0.5605004943867912,0.5605004943867912,0.22310859698212226
84001.0,0.5597576014932241,0.5597576014932241,0.09792615352390754
84262.0,0.5587493102172171,0.5587493102172171,0.04303358842587812
84469.0,0.5579509225387128,0.5579509225387128,14.134009358118284
84525.0,0.5577351297273201,0.5577351297273201,5.291586987659095
84581.0,0.557519420375844,0.557519420375844,2.339377905973464
84713.0,0.5570112926535568,0.5570112926535568,1.0341858665616428
85075.0,0.5556201661426617,0.5556201661426617,10.213047289369612
85229.0,0.5550294148443945,0.5550294148443945,4.631340714714028
85252.0,0.5549412396796239,0.5549412396796239,2.060037488864296
85347.0,0.5545771863088848,0.5545771863088848,0.9435815240422478
85742.0,0.553066049885038,0.553066049885038,0.5495425603852873
85778.0,0.5529285309674665,0.5529285309674665,0.566580828433711
85876.0,0.552554347127592,0.552554347127592,1.8993024955589597
86479.0,0.550257537131963,0.550257537131963,0.4029374531217762
86737.0,0.5492777410310379,0.5492777410310379,0.18089540315099484
87022.0,0.5481974360623469,0.5481974360623469,0.08137322664205726
87169.0,0.5476410569762143,0.5476410569762143,0.03672731910138083
87202.0,0.5475162331806396,0.5475162331806396,0.016610144436370433
87353.0,0.5469454325945089,0.5469454325945089,3.2341603862712063
87470.0,0.5465035658502173,0.5465035658502173,1.4640673863810463
87544.0,0.5462242788843927,0.5462242788843927,0.6636100322417278
87798.0,0.5452667305266974,0.5452667305266974,0.3006022303375744
88011.0,0.5444650412288271,0.5444650412288271,2.229807637549598
88075.0,0.5442243884277891,0.5442243884277891,1.011546648011766
88173.0,0.5438560949504042,0.5438560949504042,0.4129060057704308
88259.0,0.5435331039652993,0.5435331039652993,0.18123253899505443
88505.0,0.5426102582444486,0.5426102582444486,2.379565638915274
88536.0,0.5424940758994092,0.5424940758994092,1.857861383447812
88546.0,0.5424566030305249,0.5424566030305249,0.8499238763958132
88684.0,0.5419397416940024,0.5419397416940024,0.3885065292849319
88710.0,0.5418424171691845,0.5418424171691845,0.17792744222802526
88790.0,0.5415430667049848,0.5415430667049848,0.08147377033819225
88841.0,0.5413523171112009,0.5413523171112009,0.7493450343141177
88859.0,0.5412850097678975,0.5412850097678975,0.240387861965786
88938.0,0.5409897042648921,0.5409897042648921,0.11020935669829157
89048.0,0.5405787877093601,0.5405787877093601,0.05054880514899196
89089.0,0.5404257077629232,0.5404257077629232,7.607924684757947
89213.0,0.5399629980224954,0.5399629980224954,3.4934129968530243
89225.0,0.5399182406905564,0.5399182406905564,1.6069660298835018
89229.0,0.5399033224043516,0.5399033224043516,0.7393153298596005
89380.0,0.5393404584850627,0.5393404584850627,0.3398019045195184
89477.0,0.5389791932376461,0.5389791932376461,0.15642813938959677
89490.0,0.5389307946380197,0.5389307946380197,0.20867737026480881
89512.0,0.538848899216109,0.538848899216109,0.09620008858735929
89540.0,0.5387446866774915,0.5387446866774915,0.04435419705557564
89631.0,0.5384061350991076,0.5384061350991076,5.885891883358305
89646.0,0.5383503503219346,0.5383503503219346,2.716610083079786
89694.0,0.5381718778730545,0.5381718778730545,0.3697948628493606
89734.0,0.5380231960299402,0.5380231960299402,0.1707344848821819
89791.0,0.5378113953734501,0.5378113953734501,0.07884432121607432
89824.0,0.5376888120520963,0.5376888120520963,0.03643264082261055
89956.0,0.5371987581070997,0.5371987581070997,0.016827866413763104
89959.0,0.5371876257097783,0.5371876257097783,0.0077877960844574545
90049.0,0.5368537610428664,0.5368537610428664,1.1493087439020968
90074.0,0.5367610576877003,0.5367610576877003,0.532206105463942
90144.0,0.5365015734465464,0.5365015734465464,13.965633722152802
90157.0,0.5364533973292158,0.5364533973292158,6.443281284318807
90247.0,0.5361199889887381,0.5361199889887381,2.9864430985964177
90343.0,0.5357645818192426,0.5357645818192426,1.952393103187248
90588.0,0.5348586206583339,0.5348586206583339,0.9475986902154503
90769.0,0.5341903028301959,0.5341903028301959,1.0960549753266875
90826.0,0.533980011047862,0.533980011047862,0.5455056623731878
90885.0,0.5337624277985508,0.5337624277985508,0.6622735584757748
91157.0,0.5327604781175546,0.5327604781175546,1.3232340900449984
91203.0,0.5325912167767071,0.5325912167767071,0.6298135138547565
91457.0,0.531657567606097,0.531657567606097,10.35560015698254
91484.0,0.5315584177226066,0.5315584177226066,4.849062486376809
91614.0,0.5310812881771921,0.5310812881771921,2.269463591453807
91668.0,0.5308832218238362,0.5308832218238362,1.0637970535296475
91671.0,0.530872220303696,0.530872220303696,0.4990347046491195
91690.0,0.5308025493035996,0.5308025493035996,11.840878077150947
91719.0,0.5306962269842093,0.5306962269842093,5.554596972245328
91770.0,0.5305092980104237,0.5305092980104237,2.6058751168001457
91777.0,0.5304836462317881,0.5304836462317881,1.3983101328216385
91816.0,0.5303407518835965,0.5303407518835965,1.0291740094957795
91834.0,0.5302748136287363,0.5302748136287363,0.6313392987848836
91836.0,0.5302674876620561,0.5302674876620561,0.2965518727414036
91845.0,0.5302345220644642,0.5302345220644642,0.18448185291659414
91896.0,0.5300477557186049,0.5300477557186049,0.14696573695215776
91940.0,0.5298866768310639,0.5298866768310639,0.06904588883103813
92025.0,0.5295756403173961,0.5295756403173961,0.21136181161444156
