episode,score_mean,score_std,average_mean,average_std,avg_q_values_mean,avg_q_values_std,rolling_100_score
0,-172.55,104.47033071642878,-173.10057541471326,104.48433993672269,-5.405455899238587,3.439964085054888,-172.55
1,-183.55,98.38403539727689,-178.54135841425045,78.78184448305504,-1.1644094854593277,9.488702729533799,-178.05
2,-194.85,110.1865762193715,-184.17574864260195,51.93270095786608,4.330117952823639,8.424332889714242,-183.65
3,-199.5,125.03578435160493,-188.12949648559322,45.375534526458594,13.26942174732685,15.847492936765992,-187.6125
4,-198.35,93.56409286518098,-190.28020384099563,35.54019142214899,24.856237488985062,28.87778073537147,-189.76000000000002
5,-137.15,64.37822040999498,-181.49976646277014,34.66876775898088,28.67802823781967,36.46457874313139,-180.99166666666667
6,-201.75,114.48138207632394,-184.4815161590014,28.68411456292995,31.74590483903885,36.87950827539109,-183.95714285714286
7,-139.3,76.87043097247951,-178.90312067901309,26.80202147286588,29.059070920944215,29.26660102396376,-178.375
8,-160.8,108.30007046700337,-176.94431295049588,24.48625554917759,30.004420375823976,23.28332953730112,-176.42222222222222
9,-197.15,145.37837202497343,-179.003710894486,26.13499933059972,30.170218658447265,20.191346625566716,-178.495
10,-160.0,82.8835581434962,-177.3134272888387,25.163424172726025,43.204961109161374,28.655310387079638,-176.81363636363636
11,-191.05,83.30064446582062,-178.50177981449286,22.571287982317436,53.96860513687134,44.3747375534228,-178.0
12,-126.1,78.09973380910228,-174.50962485684119,20.740393790127914,49.503764390945435,33.21139646041774,-174.0076923076923
13,-163.7,79.53357450589161,-173.76624289266522,21.041181697941706,69.85311279296874,79.6618034710835,-173.27142857142854
14,-157.15,90.2903357887327,-172.68041134655923,20.34315311610624,79.949818110466,93.17666199055459,-172.19666666666666
15,-146.5,69.68915946808671,-171.07953696238283,20.012709911626356,95.73360279798507,121.15070394169798,-170.590625
16,-165.0,106.22567833081654,-170.75160230802032,19.606061204546624,106.68424925804138,111.86152834429004,-170.26176470588234
17,-171.0,114.68262842801387,-170.78893216607082,18.871168512626436,117.10993918180466,115.46345993564908,-170.30277777777778
18,-164.65,120.38546642479643,-170.49446816961435,21.303017055018493,113.57808647155761,112.7628209016268,-170.00526315789475
19,-139.5,109.88438900666655,-168.96995536124737,19.983185612761243,131.42865972518922,135.27182710085125,-168.48
20,-144.45,66.34715319320118,-167.82234516520003,19.24449745834021,154.36584169864653,181.8997804010512,-167.33571428571426
21,-168.6,105.78349289194914,-167.87791809552886,19.751091407903754,170.55701245069503,144.21174195340728,-167.3931818181818
22,-182.6,155.49425442084586,-168.53433330223893,20.593863662513407,167.8691430091858,149.5222728043984,-168.05434782608694
23,-146.4,92.5864603037558,-167.63646006179346,21.133234011440702,205.65328578948976,328.31860314857306,-167.1520833333333
24,-157.5,112.08713715582833,-167.25487869547558,21.131084398404063,380.4104696273804,657.5522115029036,-166.766
25,-179.4,128.0556622394299,-167.74366636203933,21.624979678608266,598.9336775779724,1209.7829901410976,-167.25192307692305
26,-156.05,106.63438519194058,-167.32771424183645,23.2421590487475,265.1070266723633,257.94564160552466,-166.83703703703702
27,-154.8,93.09451903138128,-166.89832409349452,23.845128860912876,535.5221563339234,743.866876226927,-166.40714285714284
28,-141.15,62.332955717028625,-166.02715374946882,23.642479592474036,284.0433970451355,205.04032937301415,-165.5362068965517
29,-235.25,181.56248018389238,-168.35048239688177,25.65743977764001,683.9569919586181,1282.0584861691964,-167.85999999999999
30,-181.1,112.79552995995616,-168.77778122478583,26.739314273028246,386.10043296813967,392.1352254967409,-168.28709677419354
31,-134.25,75.50174274740111,-167.7133999042117,26.146133529452896,509.54884061813357,629.1958905717083,-167.2234375
32,-193.25,118.15951528603856,-168.50291738578787,26.86560429344659,694.7234308242798,1298.5261166824846,-168.0121212121212
33,-185.75,121.30773177944465,-169.02323716127484,27.61213336027115,667.4885997772217,923.9496502587647,-168.53382352941176
34,-180.85,144.2688553762694,-169.37656864479726,28.94390040176664,1335.5063606262206,2004.3489125505037,-168.88571428571427
35,-216.1,128.22426898951204,-170.69091526223698,30.226816544306022,1304.6375615119935,2428.9674079789365,-170.19722222222222
36,-181.65,125.57835675071772,-171.00012449862422,31.157035895055106,877.2759057998658,1102.758769156899,-170.50675675675674
37,-185.45,108.03141599602063,-171.39212644844287,31.337004051052563,1106.4142427444458,1731.2900618560536,-170.9
38,-214.2,146.95742312155014,-172.50432505452338,31.902803599134018,1335.9382207870483,2939.1835928935966,-172.0102564102564
39,-215.9,149.26095128648808,-173.59993547811573,32.16468472147046,1858.2762884140016,2913.4509626302115,-173.1075
40,-206.3,135.62063963400573,-174.40959823758797,32.878561233860204,1620.9053552627563,3475.276385474288,-173.9170731707317
41,-199.2,107.88717303397637,-175.0094119819576,33.14554446843468,1978.6560438156127,3566.9251931230046,-174.5190476190476
42,-215.05,128.55859814845033,-175.95202332913465,33.35967358925058,1377.454860305786,2302.0608343459908,-175.46162790697673
43,-238.3,158.45939210841502,-177.37797573291303,34.538780377405836,2283.2199058532715,4954.636923313331,-176.8897727272727
44,-204.25,142.91693391617383,-177.98599492230224,34.901522970777464,4604.266875648498,9073.277539308292,-177.49777777777777
45,-242.7,194.39057265423676,-179.40017827689118,37.12766655476914,4662.070061302185,11672.621035142864,-178.91521739130437
46,-240.7,160.24556812986484,-180.71282513744973,38.23756666485343,2550.513962554932,4630.833976555942,-180.2297872340426
47,-218.55,113.24796965764529,-181.5134261774924,38.85082462807767,5084.281877613068,14616.756356400329,-181.02812500000002
48,-200.1,152.2124208224532,-181.90212591585407,39.04275516955485,2769.2463274002075,5149.268527949006,-181.41734693877552
49,-225.05,133.40065296139414,-182.77382602656644,39.59749847122234,8726.935761070252,29582.853556798786,-182.29
50,-217.4,153.85447669794988,-183.46259782240685,40.2951484987867,7676.867959976196,25126.075490282255,-182.978431372549
51,-226.45,146.1352923978685,-184.29909999937504,40.53887510970424,7880.6023603439335,23576.784669147855,-183.81442307692308
52,-214.25,137.05737369514463,-184.87235765985125,41.32407052112718,8553.997537612915,29661.038854591225,-184.38867924528302
53,-268.75,149.66906476412692,-186.43476019110545,41.73693360369854,9583.085356330872,31144.666982311926,-185.95092592592593
54,-245.75,182.40985517004802,-187.52085818530261,42.8521310295004,11528.436055374146,39711.67522749094,-187.0381818181818
55,-245.25,172.53615181813498,-188.55946110057874,43.988306370720686,3321.3097734451294,5003.143448163128,-188.07767857142858
56,-233.55,135.13676308407756,-189.357702081039,44.783177384511426,10209.869612407685,33606.75740503391,-188.87543859649122
57,-226.4,159.22489887279764,-190.00499155806966,45.21907265954129,10153.694622421264,31462.501768586495,-189.52241379310342
58,-211.45,144.49930795682033,-190.37480988210146,45.40463750818815,8129.961660957337,26174.80352667617,-189.89406779661016
59,-290.7,169.73914971911586,-192.05558993080817,46.09779060261654,12749.069322967529,46579.56866849849,-191.57416666666668
60,-237.7,148.08109442570913,-192.81000321462238,46.02933133541184,14158.46729736328,50054.83647071246,-192.3303278688525
61,-291.55,158.7206997411358,-194.41119177347073,47.08004851890761,12050.774116897583,40458.063511824825,-193.93064516129033
62,-253.5,172.46006402703938,-195.3550731517318,47.613758532718,11781.735909557343,37047.08453014899,-194.8761904761905
63,-242.7,162.26200385406577,-196.10219607484018,48.218004362490284,12812.835147476197,42271.39428650259,-195.62343750000002
64,-285.25,164.88109750905187,-197.4802932301855,48.78379317920699,15341.74139060974,50438.61645494284,-197.0023076923077
65,-258.5,169.41618017551676,-198.41138566110385,48.93141654651364,15315.510677719116,49829.95513293858,-197.93409090909094
66,-267.95,175.8361902154209,-199.45736784607834,49.73311794909476,14347.026664161682,51272.108812191706,-198.97910447761197
67,-291.4,161.99038308037402,-200.81731233501088,50.30730682815523,16639.49326839447,55344.74328817241,-200.33823529411768
68,-290.15,185.58648856218522,-202.11913054729433,51.42830351963768,16680.47529182434,53558.82594846489,-201.6398550724638
