,0.0,0.3
0,0.21029080394116675,0.20538480784969398
1,0.18325452851763918,0.1751741943132975
2,0.1665599658448039,0.1569284490514288
3,0.14970667616672578,0.1400811790572556
4,0.12440936013374915,0.10884767946683077
5,0.1123433619262344,0.09998331167502837
6,0.10743785761742565,0.10303472239716059
7,0.08615266437390988,0.07588498626074971
8,0.08488261173347979,0.08829789326825331
9,0.05668915194937747,0.052109682416277246
10,0.21029080394116675,0.20557621151347732
11,0.1813529401164726,0.1677163994831101
12,0.16478942792411036,0.152585578701686
13,0.1495997623289853,0.13826487405090182
14,0.14681999258351103,0.14299233045247878
15,0.11342841752498459,0.10020317929607053
16,0.1066425396713505,0.10063413074867829
17,0.10618902561638952,0.11029566884416654
18,0.11680136482707491,0.13014843230932757
19,0.12532521567577143,0.14156565032180268
20,0.21029080394116675,0.20595733107180778
21,0.1813529401164726,0.17224019639355065
22,0.15952707885775663,0.14686756701211096
23,0.14718454025096828,0.13300112913807027
24,0.13982287207590732,0.12448908214713046
25,0.11873827951516822,0.09726771245124823
26,0.10571170894129413,0.08486531009257559
27,0.09673457905171699,0.0838104839874598
28,0.10973575420981212,0.11818381314329171
29,0.08116685496739844,0.07658280322319015
30,0.21029080394116675,0.20558231649501305
31,0.1937237437406393,0.19312999196984038
32,0.1815087386938222,0.18092451553756891
33,0.1478613164045583,0.13743867517493308
34,0.13324585290190297,0.11406990832167445
35,0.13554183086396449,0.125967649329491
36,0.12751513149942464,0.12403539394908522
37,0.09814338626935885,0.08824021271578879
38,0.07660197114710762,0.064365558928861
39,0.06890581214251082,0.05907105520516848
40,0.21029080394116675,0.2053912050456195
41,0.18599880525303264,0.17713606893710282
42,0.16478942792411036,0.15343410514242
43,0.13746401549334852,0.12063091733853308
44,0.13969602555389882,0.13091490141519507
45,0.15303185666898103,0.16514159262673486
46,0.1278739161240043,0.13266834942936478
47,0.10800499091546135,0.10848144900686935
48,0.09182654058015564,0.09343284992512335
49,0.08887162473529216,0.09219615926307202
50,0.21029080394116675,0.2056497662884746
51,0.18325452851763918,0.17492968236368706
52,0.16234394215847897,0.14930554128304377
53,0.1390533071243623,0.11879273118469787
54,0.12808336174365337,0.11432460565537186
55,0.11842342350884626,0.1143452947184382
