,episode,epsilon,score,average,avg_q_values
0,0.0,1.0,-551.0,-551.4762995079623,-5.417569160461426
1,1.0,0.9858158423524046,-135.0,-343.5730125970835,-1.7497878074645996
2,2.0,0.9718328750329811,-298.0,-328.50881997852304,-12.461811065673828
3,3.0,0.9580482443263975,-277.0,-315.72892217024224,0.30290699005126953
4,4.0,0.9444591369948698,-217.0,-296.0741079450794,-6.284750461578369
5,5.0,0.9310627797040227,-53.0,-255.67940927394218,-7.2392168045043945
6,6.0,0.9178564384568926,-96.0,-232.9676810235107,-6.045299053192139
7,7.0,0.9048374180359595,-98.0,-216.18030739930578,-7.877685546875
8,8.0,0.8920030614530944,-68.0,-199.73514288074406,-3.315861940383911
9,9.0,0.879350749407306,-163.0,-196.15094087098873,-23.025766372680664
10,10.0,0.8668778997501816,-116.0,-188.90406240173746,-4.906932830810547
11,11.0,0.8545819669589086,-179.0,-188.0825750909445,1.251426100730896
12,12.0,0.8424604416167714,-90.0,-180.5713348058152,-0.17044879496097565
13,13.0,0.8305108499010163,-43.0,-170.80662179169167,1.7500170469284058
14,14.0,0.8187307530779818,-440.0,-188.81634786252377,-5.540745735168457
15,15.0,0.8071177470053893,-100.0,-183.2779408211663,-0.09160710126161575
16,16.0,0.7956694616416928,28.0,-170.81432519243975,-11.037479400634766
17,17.0,0.7843835605623898,-93.0,-166.5414544608242,-12.099270820617676
18,18.0,0.7732577404831906,-337.0,-175.520691769457,-17.139625549316406
19,19.0,0.7622897307899537,-388.0,-186.16507948667044,-3.8190596103668213
20,20.0,0.751477293075286,-420.0,-197.3429780339953,-9.663055419921875
21,21.0,0.7408182206817179,-103.0,-193.05943414992174,5.544729232788086
22,22.0,0.7303103382513573,-102.0,-189.14256115449044,3.681920289993286
23,23.0,0.7199515012819313,-250.0,-191.69695146800592,1.3237204551696777
24,24.0,0.7097395956891255,-60.0,-186.460907562106,11.336465835571289
25,25.0,0.6996725373751304,-88.0,-182.70932622910817,6.008984565734863
26,26.0,0.6897482718033084,2.0,-175.8538835723775,-2.998522996902466
