,episode,epsilon,score,average,avg_q_values
0,0.0,1.0,-371.0,-371.34071705300386,-3.8956501483917236
1,1.0,0.9858158423524046,-245.0,-308.58635798763896,-4.678110599517822
2,2.0,0.9718328750329811,-329.0,-315.62879643854,-5.578793525695801
3,3.0,0.9580482443263975,-129.0,-269.0754672988805,3.588135242462158
4,4.0,0.9444591369948698,-112.0,-237.77423753866853,-2.979458808898926
5,5.0,0.9310627797040227,-50.0,-206.63596382163396,1.1069966554641724
6,6.0,0.9178564384568926,-133.0,-196.15912838943535,-3.7124392986297607
7,7.0,0.9048374180359595,-49.0,-177.84024576846215,0.8353466391563416
8,8.0,0.8920030614530944,-232.0,-183.8899327329103,-0.14392974972724915
9,9.0,0.879350749407306,-209.0,-186.45571749228662,-0.8631342053413391
10,10.0,0.8668778997501816,-334.0,-199.89074615397095,11.248973846435547
11,11.0,0.8545819669589086,-294.0,-207.74183646312778,10.784507751464844
12,12.0,0.8424604416167714,-290.0,-214.09890686633548,8.546992301940918
13,13.0,0.8305108499010163,-169.0,-210.92309217050808,15.11452579498291
14,14.0,0.8187307530779818,-380.0,-222.25618902906933,6.866716384887695
15,15.0,0.8071177470053893,-327.0,-228.8472045430284,6.867886543273926
16,16.0,0.7956694616416928,-217.0,-228.15853968239523,14.55666446685791
17,17.0,0.7843835605623898,-79.0,-219.8743551079328,2.900986671447754
18,18.0,0.7732577404831906,-212.0,-219.48540677442998,16.316875457763672
19,19.0,0.7622897307899537,-9.0,-208.96719218991794,-25.29452133178711
20,20.0,0.751477293075286,-245.0,-210.69118200140556,8.784100532531738
21,21.0,0.7408182206817179,-137.0,-207.34791522338242,-15.466767311096191
22,22.0,0.7303103382513573,-148.0,-204.79042799842745,-5.171707630157471
23,23.0,0.7199515012819313,-117.0,-201.14298354668188,13.993351936340332
24,24.0,0.7097395956891255,-236.0,-202.5764293359382,-18.874385833740234
25,25.0,0.6996725373751304,-241.0,-204.09063329773704,-11.837847709655762
26,26.0,0.6897482718033084,13.0,-196.03471334708823,-24.02317237854004
27,27.0,0.6799647735788938,-83.0,-192.00144404592265,6.7898101806640625
28,28.0,0.6703200460356393,-103.0,-188.9400051823438,9.012067794799805
29,29.0,0.6608121208283264,-51.0,-184.36648163504844,-4.942151069641113
30,30.0,0.6514390575310556,-32.0,-179.45830468084714,8.236351013183594
31,31.0,0.6421989432412342,-122.0,-177.6761103369452,3.4501302242279053
32,32.0,0.6330898921891813,-119.0,-175.90568900446732,-12.656731605529785
33,33.0,0.6241100453532709,-89.0,-173.3560681989447,-23.326732635498047
34,34.0,0.6152575700805322,-145.0,-172.56905104741887,-10.507128715515137
35,35.0,0.6065306597126334,-47.0,-169.10761749216266,17.68940544128418
36,36.0,0.5979275332171694,-95.0,-167.12244807101243,-16.022329330444336
37,37.0,0.5894464348241792,-137.0,-166.336650650284,7.979648590087891
38,38.0,0.5810856336678201,-44.0,-163.20170826630147,6.19092321395874
39,39.0,0.5728434234331229,41.0,-158.08819663315722,11.164830207824707
40,40.0,0.5647181220077593,-32.0,-155.02307821402218,15.461292266845703
41,41.0,0.5567080711387471,-115.0,-154.07520525316735,24.608522415161133
42,42.0,0.5488116360940265,-221.0,-155.65460910913862,-21.342954635620117
43,43.0,0.541027205328834,-44.0,-153.12871624114337,23.3101749420166
44,44.0,0.5333531901568119,-72.0,-151.3311308345499,23.124786376953125
45,45.0,0.5257880244257798,43.0,-147.10306950656127,-0.5205936431884766
46,46.0,0.5183301641981067,-49.0,-145.02036412771994,22.18084144592285
47,47.0,0.5109780874356169,-47.0,-142.98016878508022,20.63216209411621
48,48.0,0.5037302936889633,-63.0,-141.35685714161883,10.782938003540039
49,49.0,0.4965853037914095,-33.0,-139.20764908194926,22.24735450744629
50,50.0,0.4895416595569531,24.0,-135.9977230453318,21.906387329101562
51,51.0,0.48259792348273184,-22.0,-133.81625141722867,30.10135841369629
52,52.0,0.4757526784556506,13.0,-131.03223019835644,7.304267406463623
53,53.0,0.4690045274631699,18.0,-128.2567157545816,37.35430908203125
54,54.0,0.4623520933081963,13.0,-125.67963466276672,10.068350791931152
55,55.0,0.4557940183280172,-76.0,-124.80552533824995,39.474342346191406
56,56.0,0.44932896411722156,18.0,-122.29235265669135,19.936525344848633
57,57.0,0.4429556112545522,-51.0,-121.06479858776426,21.602231979370117
58,58.0,0.4366726590336306,-25.0,-119.4470316539358,8.036445617675781
59,59.0,0.43047882519750297,-37.0,-118.07901640420715,12.661577224731445
60,60.0,0.42437284567695,-42.0,-116.84575546309829,9.153096199035645
61,61.0,0.4183534743325094,-7.0,-115.0901303581756,43.09043502807617
