,episode,epsilon,score,average,avg_q_values
0,0.0,1.0,-106.0,-106.2135491284545,1.0864205360412598
1,1.0,0.9858158423524046,-232.0,-169.1971594156136,1.500730037689209
2,2.0,0.9718328750329811,-362.0,-233.63341477675533,-1.824810266494751
3,3.0,0.9580482443263975,-199.0,-225.19562755277596,-1.1329087018966675
4,4.0,0.9444591369948698,-137.0,-207.7262001066693,-0.9334140419960022
5,5.0,0.9310627797040227,-88.0,-187.8997343329141,-2.789655923843384
6,6.0,0.9178564384568926,-117.0,-177.80337349783986,-1.8150322437286377
7,7.0,0.9048374180359595,-149.0,-174.25136330845928,-2.231860637664795
8,8.0,0.8920030614530944,-85.0,-164.36625124620733,2.373948812484741
9,9.0,0.879350749407306,-200.0,-168.02360184152207,3.5672645568847656
10,10.0,0.8668778997501816,-268.0,-177.16526901908435,-6.343299388885498
11,11.0,0.8545819669589086,-209.0,-179.84952555880852,5.303883075714111
12,12.0,0.8424604416167714,-28.0,-168.19276280248596,2.3759961128234863
13,13.0,0.8305108499010163,-22.0,-157.8076177888585,5.298605918884277
14,14.0,0.8187307530779818,-204.0,-160.91985422501207,3.9646360874176025
15,15.0,0.8071177470053893,57.0,-147.28669556471257,2.9959042072296143
16,16.0,0.7956694616416928,-116.0,-145.47348540879975,-11.520380020141602
17,17.0,0.7843835605623898,-100.0,-142.95352688522058,9.775063514709473
18,18.0,0.7732577404831906,-91.0,-140.26477517073005,5.488814353942871
19,19.0,0.7622897307899537,-104.0,-138.46418064202194,11.743942260742188
20,20.0,0.751477293075286,-120.0,-137.6182677685121,14.206198692321777
21,21.0,0.7408182206817179,-122.0,-136.9342717367416,12.429015159606934
22,22.0,0.7303103382513573,-241.0,-141.49486199506677,-1.5092507600784302
23,23.0,0.7199515012819313,-69.0,-138.51263428500008,14.27999210357666
24,24.0,0.7097395956891255,-131.0,-138.23264775321937,10.375916481018066
25,25.0,0.6996725373751304,-135.0,-138.11724532427837,21.791332244873047
