timestep,epsilon,alpha,error
168.0,0.999160350602988,0.0999160350602988,0.8985746263435826
284.0,0.9985810041779707,0.09985810041779716,0.8083236475988519
409.0,0.9979570844857684,0.09979570844857691,0.7271513708318398
459.0,0.9977076257746361,0.09977076257746367,0.6544211584792192
486.0,0.9975729439996754,0.09975729439996757,0.589049533197151
565.0,0.9971789795149892,0.09971789795149895,0.5300781227575229
570.0,0.9971540502897946,0.09971540502897949,0.47720791622920533
669.0,0.9966605799452074,0.09966605799452076,0.7435920339054194
714.0,0.9964363559803,0.09964363559802997,0.6693305304403037
805.0,0.9959830794333685,0.0995983079433368,1.0918441929472262
896.0,0.9955300090808679,0.09955300090808673,0.9826511496684383
961.0,0.99520651359004,0.09952065135900395,0.8845377566636117
1128.0,0.9943758609203059,0.09943758609203057,0.795843174737076
1228.0,0.9938787960237596,0.0993878796023759,0.7163481859860727
1275.0,0.9936452613642525,0.09936452613642524,0.6450002654710296
1654.0,0.9917640818715188,0.09917640818715194,1.941928442732765
1950.0,0.9902973530105977,0.09902973530105998,2.3279911638973996
2117.0,0.9894707977892686,0.09894707977892707,2.0957001703420772
2171.0,0.9892036760691134,0.09892036760691154,1.887826975019152
2232.0,0.9889020141995292,0.09889020141995301,2.221364178675284
2390.0,0.9881210881623887,0.09881210881623907,2.0001123106408087
2415.0,0.9879975804369917,0.09879975804369936,1.8022516992507072
2443.0,0.9878592701119023,0.0987859270111904,1.6239622962253755
2678.0,0.9866992142356658,0.09866992142356676,1.4618190242016311
3341.0,0.9834337137342266,0.09834337137342283,1.3132208941447345
3429.0,0.9830010970012989,0.09830010970013006,1.1835534446536045
3463.0,0.9828340006006625,0.09828340006006643,1.0670286004731047
3544.0,0.98243603242949,0.09824360324294916,0.9617678058340928
3601.0,0.9821560773558508,0.0982156077355852,0.867033130829924
3645.0,0.9819400262451965,0.0981940026245198,0.7817049505207834
3666.0,0.981836927697462,0.09818369276974631,0.7048721969062797
3767.0,0.9813412239854333,0.09813412239854341,0.6353443109757393
4273.0,0.9788615625839241,0.09788615625839252,1.032217199491953
4585.0,0.9773357251942909,0.09773357251942921,0.9297259174680192
4683.0,0.9768569468022813,0.09768569468022822,0.8384495401153913
4991.0,0.975353741111644,0.09753537411116446,0.7553808287553281
5174.0,0.974461698380199,0.09744616983801993,0.6810810011548156
5424.0,0.97324437919691,0.09732443791969111,1.0249523690933984
5428.0,0.9732249144553121,0.09732249144553133,0.9251809520265866
5542.0,0.9726703329383617,0.09726703329383628,0.8346641413697924
5681.0,0.9719945602257505,0.0971994560225753,0.7529553493747514
5738.0,0.9717175805551123,0.09717175805551151,1.0492558103189893
5814.0,0.9713483971008382,0.09713483971008413,1.2804627398211892
6043.0,0.970236836896905,0.09702368368969085,1.1547622335171681
6193.0,0.9695094302622949,0.09695094302622986,1.3418461316332468
6337.0,0.9688116329651784,0.09688116329651836,1.2108807335303737
6702.0,0.9670451597159482,0.09670451597159525,1.0915752507103704
