score_mean,score_std,average_mean,average_std,avg_q_values_mean,avg_q_values_std,rolling_100_score
-136.95,66.56336514140018,-137.39905818568144,66.51425143268082,-0.5080582371447235,0.7991233372657607,-136.95
-161.55,57.95504155899867,-149.71181127346313,48.03398761193414,-0.5759768027812242,1.2232498445523907,-149.25
-155.45,72.20400557484766,-151.7960290633271,32.90456191618148,-0.35934954732656477,1.8077590892136424,-151.31666666666666
-204.25,113.25466180715314,-165.0117009824688,36.46498291087984,-0.381794461607933,2.271286475691618,-164.55
-191.25,128.4899647934872,-170.34327585825005,35.331779116790415,-0.796813104301691,3.154582906825573,-169.89000000000001
-168.9,81.4241009193612,-170.18158105758974,35.30157784427592,-0.2749520018696785,3.2265452254089144,-169.725
-185.15,101.17534284597212,-172.39987845513764,35.226004540173896,0.31584150195121763,3.7291827125660673,-171.92857142857142
-172.05,78.25227422287887,-172.42741555925346,30.27739139687766,0.19225551187992088,3.9214077772018276,-171.94375
-186.9,111.30749253638248,-174.0741105120247,30.000746722536718,-0.8899044632911682,3.5887407272981346,-173.60555555555555
-174.1,109.26977720543918,-174.13343102916124,24.49555243155906,-1.7249169390648604,5.748474157175468,-173.655
-202.75,112.37010044350859,-176.77717609230768,25.52109941037399,-1.1366660997271538,5.758268787269992,-176.29999999999998
-158.65,89.4063903285383,-175.30077002037316,26.504754885384013,-1.9902167920023204,4.937236742287703,-174.82916666666665
-135.15,98.3368405559499,-172.24328433546515,23.829829585097414,-0.8385431706905365,6.056843965133128,-171.77692307692308
-159.1,83.27626818070837,-171.34514387195514,23.707803958134996,0.22060249447822575,7.250296171862747,-170.87142857142857
-159.0,108.78999567007408,-170.55869892824435,20.790973822176284,-0.18004305362701406,7.916121186570327,-170.07999999999998
-168.7,109.2082028922158,-170.4745625286633,20.532991501066135,-2.266159084439278,7.521795843572585,-169.99374999999998
-155.1,105.12994465497398,-169.60112198328014,21.55368553241262,-1.2047245159745212,11.173274839067648,-169.1176470588235
-157.85,76.3332548072836,-168.97434969764177,19.326531831529092,0.34211986064910893,8.231525782472575,-168.49166666666665
-123.6,73.83937047117172,-166.61424181480814,18.106573153103366,-1.2616594791412352,9.343697688208128,-166.12894736842102
-146.95,96.98316457265311,-165.6555208221693,17.640361862799455,0.2851688235998154,9.094101815653554,-165.16999999999996
-135.75,98.70523635659117,-164.25672383960017,16.698922090820577,1.11121513992548,9.404615042082504,-163.76904761904757
-159.0,95.35970681692832,-164.04145653628467,15.656586235429632,-0.10148156881332407,11.732458182200432,-163.55227272727268
-157.65,73.87633692796861,-163.78922817599894,14.564309026334877,0.37107865139842033,12.579308563078348,-163.295652173913
-132.6,100.1527254799021,-162.51201254934193,15.402444281710634,-1.2955368340015412,11.039132174024445,-162.01666666666662
-142.45,95.16383379812886,-161.72700579467067,15.870365152917008,-1.554552072286605,12.490107760452641,-161.23399999999995
-155.4,94.67584586088303,-161.50189904436272,16.48646961710791,-4.366210383176804,14.377109978604448,-161.00961538461536
-131.25,112.41833293083192,-160.40021382710108,16.102981723973258,-2.706259785592556,11.158413671652292,-159.90740740740736
-145.6,94.26748057913099,-159.8892887142665,15.39388259135086,0.6771348547190429,13.251885738664894,-159.39642857142854
-161.9,88.21379531689205,-159.97901803589102,14.0582562641973,1.5555279374122617,11.116226997567715,-159.48275862068962
-160.3,87.91149855933165,-160.00926460496947,13.339994163984118,-1.7414484858512878,10.689874535322934,-159.50999999999996
-113.35,102.90224027022725,-158.51608904924692,12.311735719146009,0.6544146955013271,11.610725969157436,-158.02096774193546
-121.2,60.130209589383256,-157.36283022403893,12.218516941079852,1.3149586737155914,10.438312149207158,-156.87031249999998
-113.9,66.24110665233724,-156.05929097616993,11.912472684756953,-0.3233768790960315,13.06674805025572,-155.56818181818178
-133.35,75.45181452946956,-155.4072813539795,12.731127127310511,1.0267647176980972,9.545345623940296,-154.91470588235293
-103.35,71.22335143387795,-153.93553901679087,11.886762041174327,3.862393242120743,10.90822828473161,-153.44142857142856
-147.35,106.48957201232625,-153.76543082607856,11.563586606442136,-0.5829757712781429,12.391106186492824,-153.27222222222224
-118.55,74.3848279663195,-152.82332325610122,11.110004060250287,0.5156881950795651,8.643540612426985,-152.3337837837838
-112.25,56.59168155349894,-151.76979152599597,10.50222304912232,3.181232633814216,10.148256261870383,-151.27894736842106
-96.95,53.55122977604077,-150.3733729218373,10.179968809656902,2.5074327498674394,12.21736606677392,-149.88589743589745
-115.55,82.1337003722717,-149.51418365691435,10.277950927837155,2.5045989990234374,13.371916339121658,-149.0275
-85.95,49.57235541158632,-147.9750853777394,10.245797694919005,8.241622686386108,9.266165582532174,-147.4890243902439
-92.6,45.742298747842156,-146.66710263845076,9.881537496862265,5.844370670616627,8.2978594935089,-146.18214285714288
-80.95,80.7468265630297,-145.1455798180479,9.977688875867623,2.6809162802994253,15.605724195820525,-144.66511627906976
-101.15,56.52225923893775,-144.15903728068685,9.665097114812616,7.2175029695034025,9.882637628998689,-143.67613636363637
-97.15,61.33109025265202,-143.12351307118848,9.717877967449827,7.028954394161701,12.909131772010516,-142.64222222222222
-71.85,73.36733462157177,-141.5780934514877,9.433406864268353,4.244235068559647,19.3024500810459,-141.10326086956522
-93.55,60.47920477756231,-140.56605704086172,9.527005893303318,7.466929274797439,13.280655925005426,-140.09148936170214
-85.0,60.57791850605562,-139.41759945846798,10.041965409369656,8.273024934530259,13.419629477324303,-138.94375
-100.25,119.35611244903785,-138.62455862625944,10.432254547726092,3.9001094579696653,21.511052734279204,-138.15408163265306
-92.5,89.39415970561882,-137.71150481792853,10.655550362088062,5.905014514923096,9.393978589295608,-137.241
-78.95,79.7505815850762,-136.57113200482075,10.477488894128037,10.666676825284958,17.33102121114105,-136.09803921568627
-63.5,49.94049090246258,-135.17361142770514,10.723642796176412,6.197642886638642,22.237880708100157,-134.70192307692307
-55.65,61.241777106464625,-133.67936870651778,10.52045329961684,12.533817744255066,14.121743146260089,-133.21037735849055
-59.85,101.91806564718131,-132.32064111463302,10.951324856682824,6.830360528826714,16.6003474650428,-131.85185185185185
-61.5,44.98011256450776,-131.03853610132157,10.812532699879226,11.981319927610457,13.465153799686453,-130.57272727272726
-80.9,85.93565524335787,-130.1513040151613,10.709192059198168,5.468307119607926,18.64799284893836,-129.68571428571428
-54.6,83.55420553842814,-128.8289627805886,10.812591241958042,12.212074017524719,16.487611405608074,-128.3684210526316
-89.8,77.25051524270344,-128.1628432181963,10.564921198701681,13.508643347024918,13.839734038517012,-127.70344827586207
-70.95,71.64200105936094,-127.19932494980125,10.302445148695515,16.40447283834219,13.283644636745775,-126.74152542372882
-76.5,94.27981868102162,-126.35754252076711,10.209874104201354,3.4041443943977354,20.158137565914096,-125.90416666666667
-80.6,96.07201246433515,-125.61222559800781,9.874869997050885,15.914107671380043,15.79494604517368,-125.16147540983607
-77.4,98.20354801179673,-124.8393373573189,9.553338549898383,14.485271418094635,17.41026518318951,-124.39112903225806
-46.6,82.83236082594773,-123.60192115030834,9.869215010709283,11.337287420034409,16.881770620359735,-123.15634920634922
-73.55,55.37572620410119,-122.8277107988411,9.904537495271324,18.986805462837218,13.227326324054959,-122.38125000000001
-54.6,93.87247789029092,-121.785250208055,10.303974279968935,1.3362251281738275,18.72344150027746,-121.33846153846156
-34.45,65.52739483364351,-120.46486607426193,10.334801264501877,15.325244092941285,20.643497996741445,-120.0219696969697
-54.75,69.52536454984953,-119.48899705831903,10.26304863963138,23.242746490240098,12.97314677691874,-119.04776119402986
-107.8,84.78554991084394,-119.32396152171057,10.149993144079035,25.36373379230499,12.497582170731445,-118.88235294117648
-69.9,104.56773176422921,-118.61298848238307,10.15692957415341,10.871722501516341,22.731498352525826,-118.17246376811595
-76.75,87.54359816084423,-118.0213846009448,9.894720981149534,18.0045383810997,18.72994590535433,-117.58071428571431
-43.15,83.74917124491756,-116.96857263749025,9.755418039038577,13.981403386592865,17.482886839907735,-116.5323943661972
-66.4,102.39263953809838,-116.26948654207952,9.628701542647626,14.651139795780182,17.270171535304975,-115.83611111111112
-43.55,77.46950163910005,-115.27660332880446,9.821595826901705,20.30747241973877,17.747166723364522,-114.8458904109589
-45.55,95.46257188856242,-114.33532355336555,9.72491905085096,12.725530117750168,13.74477432781136,-113.90945945945946
-42.5,90.11951129355658,-113.37858536450815,10.036949695812451,11.448637753725052,20.32452313859799,-112.95733333333332
-65.3,94.23995130013932,-112.74786480207551,9.622545535640244,14.133002969622613,19.814624829016235,-112.33026315789472
-66.4,80.37307745101819,-112.15112533777535,9.684825001466884,16.124556079506874,12.102819523208826,-111.7337662337662
-93.95,98.02656729038736,-111.92099674479752,9.572375085378638,23.25552219133824,20.258534909286077,-111.50576923076922
-87.35,112.59628628072298,-111.6139128244138,10.033136966537434,16.951185762882233,14.51876804013243,-111.19999999999999
-71.05,77.3879325558136,-111.11192434476922,10.202449880600664,28.46089279651642,17.728109383858616,-110.69812499999998
-69.5,117.60885215519774,-110.6018228242823,10.442776435063555,25.569477355480196,13.285724816652094,-110.18950617283949
-69.0,107.00073782332925,-110.09825188201879,10.393625742547915,29.742999809980393,18.29837022006666,-109.6871951219512
-7.1,86.31637034464369,-108.8567158968818,10.576789660343767,23.453749191761016,16.565200929814054,-108.4512048192771
0.3,93.03598624640952,-107.55809221119094,10.67288918252679,25.51703138947487,16.98926510806748,-107.15654761904761
-35.25,60.8508746639555,-106.71231330594485,10.53871698850101,33.69888286590576,20.26095627580542,-106.31058823529412
-18.75,65.2338909334388,-105.69151324967133,10.745295481334256,24.399450993537904,12.133157698700115,-105.29244186046512
-52.95,123.41392696296903,-105.08760120166042,10.5501691401418,26.439653754234314,11.743755924018188,-104.69080459770116
-30.05,80.75660311930179,-104.23611690958876,10.941451695571429,26.75291976928711,8.387808575721257,-103.84261363636364
-25.15,112.28313600705562,-103.34982015963594,11.258641290697554,30.525854110717773,11.786941650555498,-102.95842696629212
-4.45,84.74883945797538,-102.25081164554652,11.550208449259166,29.506274700164795,20.45670015921276,-101.8638888888889
-10.7,76.11079182073293,-101.24672157304767,11.84885622844203,29.154495826363565,14.396646633142527,-100.86208791208792
12.8,95.34955082277662,-100.00643379943915,12.121912205890672,22.840387916564943,6.5492969903549785,-99.62663043478263
-9.2,87.62455796119451,-99.03041891795912,12.384365973540298,30.970283603668214,17.237961542747225,-98.65430107526885
22.35,75.75325249227188,-97.73835548473808,12.658229060777126,26.872451603412628,19.778174420832716,-97.36702127659576
-11.6,83.98834505610382,-96.83376808870308,12.943981409422125,28.835854327678682,18.14036490841195,-96.46421052631581
11.3,88.20317454604455,-95.7064157339734,13.54561702472001,32.20683612823486,20.708166400355054,-95.3416666666667
-2.55,109.22380451936387,-94.74591434141917,13.961675113016847,38.81481175422668,28.831150565782607,-94.38505154639178
18.7,102.57274697039479,-93.58851142606518,14.200096803025104,29.74773998260498,16.724056344201514,-93.2311224489796
-27.25,75.74741614491928,-92.92072343893935,14.094015064503484,41.12355432510376,28.99241834905812,-92.56464646464649
1.0,74.08458892232225,-91.98268440115126,14.356129228625866,40.511901712417604,28.43485760040383,-91.62900000000002
15.5,103.31021246711285,-90.45354091892649,14.595968966097947,37.3118857383728,25.115098249540644,-90.1045
-2.45,84.27865747188406,-88.8564317390913,14.630316979579456,40.56875600814819,23.997048345994905,-88.51350000000002
24.95,91.1040324949566,-87.04713033179442,14.612758131545851,41.73058662414551,29.193771757238352,-86.7095
3.7,78.61639041640912,-84.9638985735079,15.012827036677741,40.678681182861325,30.29933563481292,-84.63
18.6,81.77594550451799,-82.85902228310447,15.505612411917898,37.60128569602966,26.384188544429502,-82.5315
1.65,80.74604438739107,-81.1503555747623,15.579846587307646,40.223861122131346,31.85743982876365,-80.82600000000001
-17.65,95.3029932704938,-79.47218501330147,15.803255211794196,47.674553346633914,36.094955463302746,-79.15100000000001
22.7,92.22803546815791,-77.51929008010518,16.032843858901085,39.52347993850708,31.485137421508586,-77.2035
41.7,160.36179489877847,-75.22721657306873,16.803756208257933,27.669359493255616,38.038910414792795,-74.9175
1.0,134.10639923504573,-73.4705034542648,16.901956816518535,45.52668333053589,29.936881791145407,-73.1665
24.35,101.65487277004844,-71.19486190317224,16.702250424858082,41.491433238983156,29.462703253660994,-70.8955
18.3,85.59457680803948,-69.42086799608391,16.552496027591033,38.74387755393982,24.576605731006232,-69.126
46.9,107.04003186216188,-67.59584725233412,16.776248924297736,35.977274656295776,22.996194318010602,-67.30550000000001
49.85,109.43360159427606,-65.4992909649293,16.908300593080554,48.02412490844726,27.25642654803489,-65.21600000000001
8.75,81.85409033923203,-63.81697345403918,17.574074217800103,38.34334926605224,24.175828288465873,-63.538500000000006
84.25,115.01939195768594,-61.280287575411236,18.325045744170442,35.1917818069458,13.95941010938971,-61.00900000000001
46.65,132.54642682154014,-59.25753102116046,19.080446200948916,33.18239850997925,16.095172922181405,-58.9915
76.95,135.96573678301223,-56.904103750078136,19.631852724112292,33.91477494239807,21.726588595906133,-56.6435
54.9,116.97498608002078,-55.11300703477583,20.31774128123172,34.02096749544144,19.399517519682657,-54.85850000000001
42.0,117.21774609674083,-53.21715506608325,20.344017596028777,37.176136112213136,27.682659489403896,-52.96900000000001
79.2,117.39254885347619,-51.060815265560095,20.668625056874866,33.784630107879636,19.948628874536624,-50.819500000000005
47.35,102.82805013583037,-48.98964378508992,20.624676568511752,38.155503797531125,26.810685656077755,-48.756
62.45,107.6341146271894,-46.78084695201313,21.328752010242294,40.29080333709717,25.231957157543516,-46.55500000000001
73.35,100.47742611101627,-44.71324971061552,21.274132289880498,37.73581895828247,22.81529968416892,-44.4955
99.55,152.45826866461042,-42.286183004196275,21.994908379963423,40.74995565414429,24.212191029679925,-42.075500000000005
86.7,126.07938184459738,-39.85871314377506,22.266626300410316,43.122001552581786,19.615710409655115,-39.654500000000006
90.95,145.43997676741174,-37.630794221734405,22.75092523925481,43.060274839401245,21.37398290835304,-37.432500000000005
74.85,132.52101124369915,-35.42041826424118,23.035152436206598,47.069864320755,30.411910003067497,-35.22800000000001
74.7,166.15119937163132,-33.04657694186515,23.968648191665356,43.21286678314209,19.775086922667377,-32.86200000000001
142.0,131.77812293476686,-30.01522807322504,23.961846260160836,43.745466232299805,21.197347349303097,-29.839000000000006
128.75,123.57689913572034,-27.58714506089413,25.12848254310805,34.29244594573974,16.903085770914696,-27.418000000000006
128.0,99.2874614440313,-25.086497791658843,25.722240344153136,34.53710761070251,16.64141377568831,-24.92600000000001
67.15,148.82390689387876,-23.270658423318928,26.559363651682077,35.95597556829453,19.09710332670852,-23.115500000000008
115.1,127.73776591950111,-20.778906882445362,27.556598358040112,36.996555376052854,11.74411066929942,-20.631000000000007
125.9,150.18896868874714,-18.47907940483781,28.51342093286591,36.807610768079755,15.683520708190258,-18.338500000000007
130.9,126.65572898298176,-15.689576940251246,29.52421636629244,45.6659595489502,26.553837545011618,-15.556000000000008
104.5,127.1573827978541,-13.452316352871634,30.230879447921218,36.387614727020264,20.52472306196526,-13.325500000000009
115.0,124.53238851589447,-11.170201064356585,30.95692669632837,38.217708110809326,17.353508905109003,-11.053000000000008
154.95,112.71457898510499,-8.64414821857074,31.29630914697071,43.14351406097412,21.758801119209757,-8.534000000000008
140.35,124.2651134512524,-6.077102201162051,31.90864566735563,35.86723890304565,10.064584296519277,-5.975000000000008
142.4,99.84851684321342,-3.786127242709914,32.483588887683055,41.35613040924072,14.418601493328293,-3.6915000000000084
177.25,93.19073536513561,-1.0787421127634365,32.83350688817016,39.07199468612671,12.70375847756848,-0.9930000000000083
155.25,118.39535686130512,1.2885437372284723,33.54415995301421,39.23230800628662,13.795518873689192,1.3689999999999918
171.4,108.25914328712913,4.024379402384475,34.37488069471263,42.509293937683104,15.779422666299551,4.094499999999991
146.55,132.1974101983768,6.467373526573536,35.15919783557685,43.49555568695068,18.233357437288504,6.5314999999999905
168.05,110.24015650053822,8.871613271633267,36.075266759850415,38.697150993347165,12.768618885555501,8.930499999999991
151.45,117.55154524494216,11.32824960849752,37.00532285035316,44.704443550109865,16.120530508153905,11.38049999999999
148.95,124.55878975513193,13.674101425339156,37.895437384005426,46.042456483840944,25.747326849037563,13.719999999999992
136.2,118.24443905918389,16.044457036734176,38.33430144105662,49.753036165237425,22.009713943640737,16.08449999999999
152.8,120.62713319629997,18.503974223696126,39.13696843119717,43.599666118621826,17.524773938387188,18.53749999999999
139.2,129.7514222617516,20.695131515342105,39.57171128963814,46.86147031784058,22.143131683720284,20.71899999999999
