,0.0,0.3
0,0.21029080394116675,0.20640476603562774
1,0.18325452851763918,0.17558713869922218
2,0.16703319696661767,0.15922119569324925
3,0.14728451679959065,0.1344001074933126
4,0.12803713017020582,0.1118663593987912
5,0.1288225897098625,0.1306766453594512
6,0.12769958840371506,0.13627115305713444
7,0.14001102589964579,0.1524706402085111
8,0.1065236515565809,0.10884400874394137
9,0.10503860612281152,0.11649170111178359
10,0.21029080394116675,0.20595733107180778
11,0.19178691879849946,0.18587106881443982
12,0.16028086459573257,0.1478587080452266
13,0.13508813254892363,0.11766019966014964
14,0.11899736392971999,0.11042087904900366
15,0.1070740932517707,0.10744113506761849
16,0.10607007330393539,0.12652064139755004
17,0.07627771044225058,0.08487378935036824
18,0.061245415639986985,0.0602383698863861
19,0.04060194805485633,0.03492095866935156
20,0.21029080394116675,0.2053912050456195
21,0.18599880525303264,0.17730089707682664
22,0.18041827943851915,0.17345308087496505
23,0.16309059513724952,0.15583795492383093
24,0.15279753901450413,0.14052192922364104
25,0.14395971450312842,0.13392522186399666
26,0.13657825682942207,0.11789657057740305
27,0.15157250066975794,0.14139995865178528
28,0.13534242819968353,0.11691172347278966
29,0.12251000236753831,0.10304552382168605
30,0.21029080394116675,0.20595733107180778
31,0.1813529401164726,0.1743447490337712
32,0.1595270788577566,0.14930401684938674
33,0.15373512574844075,0.15924731252601937
34,0.13345818154846195,0.13073166154440874
35,0.11261992497876307,0.10218273097146767
36,0.09702246976219249,0.08620372921130928
37,0.07121172547085831,0.057137306754694035
38,0.06442359570535283,0.053653177932008654
39,0.08160565736587987,0.08480911398993432
40,0.21029080394116675,0.20358941017278925
41,0.1813529401164726,0.1652889090184802
42,0.16799470891138873,0.14901403573026717
43,0.14416040448827214,0.11975615822821048
44,0.1291049529990577,0.10463265193345736
45,0.10892293708040666,0.08104224254569803
46,0.09255253748847495,0.07124707149508573
47,0.07335915437777502,0.05092923727481393
48,0.06726430175807145,0.054670068440986715
49,0.04991426768464542,0.027006886041876517
50,0.21029080394116675,0.20644227776540858
51,0.19591381325016935,0.19850619002847453
52,0.16645106054199707,0.16229867761265904
53,0.14839418976346602,0.1443609817092389
54,0.12166579506537116,0.10857928740286894
55,0.1168925521406542,0.11438531071402684
56,0.09175508866492126,0.08039693981032206
57,0.08180064704219098,0.07477016934104322
58,0.0879732184914732,0.09404071917528384
59,0.09027787189254097,0.10413357721605442
60,0.21029080394116675,0.206728608396206
61,0.19178691879849946,0.18811634651858888
62,0.1602808645957326,0.1462848313041333
63,0.1390479373773264,0.13064583531292262
64,0.13110179956388432,0.12376701592915008
65,0.1088983017355592,0.09617790249611245
66,0.09198628058756493,0.0767964464954694
67,0.08772594571863715,0.08912530329546456
68,0.08731692544445131,0.07936575835708143
69,0.09037831500654607,0.07724548641906215
70,0.21029080394116675,0.2053679491606378
71,0.19178691879849946,0.18671891667440405
72,0.18064870759447896,0.17983691737433655
73,0.17264528052886038,0.17839201616626263
74,0.17088446602570084,0.18291913365834322
75,0.13297230096861865,0.13562295781666098
76,0.10316470845148981,0.09411385284783065
77,0.08812825957613998,0.07277242678282886
78,0.0625549185738583,0.046107607658833503
79,0.08478687746781588,0.07504462592552534
80,0.21029080394116675,0.20595733107180778
81,0.19178691879849946,0.18788045582342788
82,0.1822008659572055,0.18019161756300392
83,0.17807148626948174,0.17836112933560885
84,0.14151798955923905,0.13143849674142571
85,0.14696535578458247,0.14780533552757796
86,0.12648658690962541,0.11797462026690483
87,0.12332984512195486,0.12440886283594388
88,0.12477674569746554,0.11965746607251321
89,0.09218002693389096,0.07583961759591715
90,0.21029080394116675,0.20358941017278928
91,0.1813529401164726,0.16501485239445288
92,0.15952707885775663,0.1416220723578507
93,0.1526978134166375,0.14308860615003102
