episode,score_mean,score_std,average_mean,average_std,avg_q_values_mean,avg_q_values_std,rolling_100_score
0,-316.4,122.50020408146266,-316.67515638838717,122.31762192522451,-2.6320426881313326,1.9192879754448247,-316.4
1,-160.6,72.29315320277571,-238.98148883313178,84.44638084204826,-2.3531194573268293,2.603506917605605,-238.5
2,-283.2,144.70556312733797,-253.8480488368047,18.816336966785887,-5.111388218402863,2.7188780692750445,-253.4
3,-193.2,128.03397986472186,-238.83304789190697,34.591423070722314,-4.712512063980102,3.935794708180722,-238.35000000000002
4,-180.4,90.15708513478017,-227.2432014103162,44.789755173259195,-3.593097048997879,5.289298714378999,-226.76000000000005
5,-97.0,41.9583126448145,-205.6288661382323,30.771863732453312,-2.808897829055786,4.331254721505845,-205.13333333333335
6,-237.4,138.46046367104222,-210.22211541508486,38.700100546814085,-4.981728410720825,3.766539417189336,-209.7428571428572
7,-168.8,37.652357163927995,-205.12035882150332,32.5747113018776,-4.19778687953949,1.8383917763831006,-204.62500000000003
8,-126.2,84.16768976275873,-196.38789166244868,35.704277526736334,-4.137566912174225,5.982674812610964,-195.91111111111115
9,-241.2,107.53464557992461,-200.9322836181875,34.454076947528506,-2.921562671661377,12.273575230063571,-200.44000000000003
10,-130.4,77.67432008070621,-194.56824406599492,34.53995526761543,1.076719093322754,4.850011299919289,-194.0727272727273
11,-172.0,49.78453575157651,-192.7374516520259,28.39059663156805,-3.0659910440444946,11.977098218836103,-192.23333333333335
12,-125.2,80.86532013168564,-187.5808162715301,27.39371184574789,-0.3568686142563816,8.840629999839837,-187.07692307692307
13,-121.2,82.40570368609201,-182.88895018312058,21.408229566976672,2.747326469421387,9.070903728807913,-182.37142857142857
14,-75.4,57.95946859659774,-175.748227185148,21.448789283000828,-0.2735104560852051,9.017923676225788,-175.23999999999998
15,-176.4,82.21496214193618,-175.82501029804376,17.247779183911728,5.485267877578735,7.41581183584764,-175.3125
16,-150.4,119.4855639815957,-174.36020393374142,14.96473981158324,1.4793106317520137,10.259166335673278,-173.8470588235294
17,-219.0,95.7000522465897,-176.85652727643892,15.841929586959175,0.9310997962951661,11.59101295592357,-176.35555555555555
18,-127.0,65.28016544096683,-174.2547815192494,15.624496659087795,0.8042148470878601,8.887814808019185,-173.7578947368421
19,-190.8,72.74750854840323,-175.10648338351103,14.771828613654131,-2.642720103263855,10.809131374027926,-174.61
20,-91.4,86.06567259947488,-171.13721798861573,17.943574984235692,-0.9789705276489254,10.54947153273154,-170.64761904761906
21,-125.8,83.7209651162718,-169.09304225913442,15.781227167424433,4.825595021247864,7.216741814696974,-168.60909090909092
22,-90.2,94.08613075262475,-165.6886274360282,16.71635750397477,0.48356254100799506,15.999123818802802,-165.20000000000002
23,-102.6,80.28885352276491,-163.0884949653314,14.376731200561952,4.758732748031616,5.089689817695143,-162.59166666666667
24,-153.4,79.24203429998501,-162.72224739437132,15.29172792784002,4.350195026397705,11.664578790335272,-162.22400000000002
25,-129.8,94.84566410753841,-161.47515201927507,14.168311107357264,6.965472555160522,7.386070152040385,-160.9769230769231
26,-133.0,51.94708846509109,-160.44021615298067,14.37368053758424,-5.007270288467407,12.210020593257333,-159.94074074074075
27,-184.8,76.6955018237706,-161.32504067647264,11.570875394436817,-2.3783981263637544,11.90824196695592,-160.82857142857145
28,-94.2,57.88955000688812,-159.02853796874007,11.837086212836912,5.2936973571777335,10.623933684484896,-158.53103448275863
29,-99.4,109.30370533518065,-157.04811577393642,13.307250836806608,4.1646020889282225,17.40995367889686,-156.56
30,-109.0,98.55455342093535,-155.51478095353468,12.776539312165175,2.812607479095459,18.26043537900325,-155.0258064516129
31,-45.6,66.42514584101416,-152.07290238161212,13.40486302441749,8.954560470581054,9.997471870173873,-151.60625000000002
32,-106.0,46.010868281309364,-150.69159362705264,12.617509785101356,7.684923750162125,6.995773234010221,-150.22424242424245
33,-93.0,34.11011580162108,-149.0087410148988,11.952255720843022,5.846196937561036,7.755260590294458,-148.54117647058825
34,-81.8,54.20055350270881,-147.10727458653815,10.471757720781625,15.357928276062012,3.2796201665517812,-146.63428571428574
35,-95.2,36.68378388334551,-145.67435408736932,10.142510258643687,5.613263246417046,11.91285704120873,-145.20555555555558
36,-81.0,55.24490926773253,-143.94859617512128,9.9475484699027,15.563441944122314,9.443781373151715,-143.47027027027028
37,-37.0,25.544079548889602,-141.14599330257562,9.842050043651385,8.726690626144409,13.788102862032225,-140.6684210526316
38,-68.8,48.82827049978322,-139.30473918596678,9.790160892898632,12.692477226257324,12.54710985540008,-138.82564102564103
39,-48.4,56.60653672501083,-137.03208476493188,9.585039287371389,20.714792585372926,10.06114947514383,-136.565
40,-54.6,50.35176263051771,-135.02488775714878,9.038858374420101,13.040057182312012,10.805612366324047,-134.5658536585366
41,-64.4,49.003061128872346,-133.354244411195,9.215818842296379,16.04466781616211,9.812666368513355,-132.8952380952381
42,-41.6,39.7404076476324,-131.22440496409982,8.353219221383096,18.488986778259278,8.676381982370982,-130.77209302325582
43,-51.0,64.13267497929586,-129.4095800347975,8.944343464762827,16.836605024337768,15.116187285776283,-128.95909090909092
