episode,epsilon,score,average,avg_q_values
0.0,1.0,-82.0,-82.70795141104095,0.0554080493748188
1.0,0.9858158423524046,-177.0,-130.19260854534568,0.8322850465774536
2.0,0.9718328750329811,-111.0,-124.03781802448272,0.24699653685092926
3.0,0.9580482443263975,-408.0,-195.17366889530427,1.2726025581359863
4.0,0.9444591369948698,-145.0,-185.16145531608197,0.27217230200767517
5.0,0.9310627797040227,-200.0,-187.65406189513735,2.525308132171631
6.0,0.9178564384568926,-182.0,-186.94357998546337,2.2687771320343018
7.0,0.9048374180359595,-132.0,-180.19187734371832,8.421558380126953
8.0,0.8920030614530944,-97.0,-171.0026854950461,5.505542755126953
9.0,0.879350749407306,-183.0,-172.2587672011596,5.9946746826171875
10.0,0.8668778997501816,-357.0,-189.12242097585684,16.409608840942383
11.0,0.8545819669589086,-102.0,-181.89642951677502,10.56714916229248
12.0,0.8424604416167714,-192.0,-182.72739855736427,4.992563724517822
13.0,0.8305108499010163,-46.0,-172.98980418834248,9.754833221435547
14.0,0.8187307530779818,-82.0,-166.98201556024884,12.607291221618652
15.0,0.8071177470053893,-116.0,-163.85375990278817,12.239888191223145
16.0,0.7956694616416928,-191.0,-165.47154343406152,11.083846092224121
17.0,0.7843835605623898,-59.0,-159.56710491155548,14.918169021606445
18.0,0.7732577404831906,-28.0,-152.6890857169339,17.75301742553711
19.0,0.7622897307899537,-196.0,-154.8556619670402,22.399036407470703
20.0,0.751477293075286,-104.0,-152.44369190521397,12.089852333068848
21.0,0.7408182206817179,-185.0,-153.94808317416292,24.291894912719727
22.0,0.7303103382513573,-463.0,-167.39563968762573,17.989925384521484
23.0,0.7199515012819313,-10.0,-160.87737126929326,18.602624893188477
24.0,0.7097395956891255,-85.0,-157.86776177821437,16.572431564331055
25.0,0.6996725373751304,-63.0,-154.23187405326183,13.120230674743652
26.0,0.6897482718033084,-97.0,-152.12331317179996,23.717985153198242
27.0,0.6799647735788938,-81.0,-149.59294570453068,20.42877960205078
28.0,0.6703200460356393,-84.0,-147.336114285692,26.3987979888916
29.0,0.6608121208283264,-94.0,-145.58281712247984,8.508379936218262
30.0,0.6514390575310556,-108.0,-144.37557025374835,10.849154472351074
31.0,0.6421989432412342,-126.0,-143.80938625638203,16.626754760742188
32.0,0.6330898921891813,-251.0,-147.06453927462152,4.909054279327393
