episode,score_mean,score_std,average_mean,average_std,avg_q_values_mean,avg_q_values_std,rolling_100_score
0,-212.15,131.3425713644726,-212.66193945910595,131.43384650998317,-1.1687157825566827,1.3888421919075689,-212.15
1,-183.8,115.56296984761165,-198.5181632387812,81.31518391729014,-0.4586437279358506,1.754601076661523,-197.97500000000002
2,-156.6,86.34593825207749,-184.70683713868345,51.45865958890638,-0.021150096505880355,2.941723913338786,-184.18333333333337
3,-207.35,93.45208454209654,-190.4896741209884,41.441561262239404,0.24314517006278039,2.8617764538044126,-189.97500000000002
4,-160.15,104.26397419909466,-184.50894417786262,39.49619275581447,1.6629482049494981,4.567154256029744,-184.01000000000002
5,-171.0,89.91692071895561,-182.32267578565515,34.05794174229579,3.13208565749228,4.847756721488243,-181.8416666666667
6,-143.6,97.3817231311913,-176.85222869348704,35.97259766382866,2.6128428716212513,4.695011617411024,-176.37857142857143
7,-178.95,100.77879632875997,-177.15718294913634,36.844829966521786,4.444557140767574,6.415797481501492,-176.70000000000002
8,-149.7,92.55046987284403,-174.15964097801225,35.60832213045274,5.556058786995709,6.237473547649532,-173.70000000000002
9,-166.5,103.94608926594694,-173.4467454730556,30.82166248090825,6.620308125019074,7.584055612042556,-172.98000000000002
10,-159.1,68.73511322078174,-172.18009146944252,27.3470893293761,6.460735593922436,6.570476996399282,-171.71818181818182
11,-163.4,84.96897266525868,-171.49210358727314,24.359512597815463,5.252898761630059,8.448969288303296,-171.025
12,-145.35,71.92047874672342,-169.5122600057182,23.05832517049841,5.596855942904949,6.662824047899406,-169.05
13,-150.85,79.93765662920337,-168.2151950512596,22.022947839394227,7.048329785466194,9.390073367473839,-167.75
14,-192.2,103.4166839843349,-169.83851211581984,24.865917520410132,8.264523008465767,8.664424807254395,-169.38
15,-158.65,115.75985805469057,-169.16481612428666,19.93464806210673,10.537771940231323,9.375444782805758,-168.709375
16,-150.35,107.84017169672417,-168.0873811840593,21.696818725484952,8.148691260814667,10.61165849056481,-167.62941176470588
17,-149.85,80.41882144190664,-167.10718980429553,20.551818930810846,9.376327919960023,11.001910328301117,-166.64166666666665
18,-148.75,92.53669258020956,-166.1685168905641,19.205015069605047,10.345377719402313,8.439216158860862,-165.7
19,-156.3,87.46794901712947,-165.69338977999888,18.055443755163875,9.805682760477065,11.509665800975121,-165.23
